id,req_id,category,formalized_text,feature_group,original_text,assumptions,constraints,dependencies,detail_analysis,priority,validation_criteria
1984,REQ-UIX-002,Functional,"The system shall provide a web-based UI, recommended to be built with Blazor WebAssembly and served by the .NET backend, for accessibility and centralized management.
This web UI must provide comprehensive client configuration capabilities (e.g., tag configuration, namespace browsing) adapted for a web environment.
The web UI shall enable full management of all OPC client instances, including headless ones.
A suitable state management solution shall be employed for the web UI to manage complexity and maintainability.",User Interface & Experience (UI/UX),"For broader accessibility and centralized management, a web-based UI using Blazor WebAssembly served by the .NET backend is recommended; this web-based interface must incorporate comprehensive client configuration capabilities, including functionalities equivalent to 'tag configuration' and 'namespace browsing' (adapted for a web environment), to ensure full management of all client instances, including headless ones. State management solutions (e.g., Blazor's built-in mechanisms, or Redux/NgRx if a JavaScript framework is chosen) will be employed for complex UIs.",,,,FALSE,high,
1985,REQ-UIX-003,Functional,"If desktop applications are developed for local client interaction, they shall utilize cross-platform frameworks such as Avalonia UI or Uno Platform.
The desktop UI shall provide functionalities for local client configuration and monitoring, including tag configuration and namespace browsing.",User Interface & Experience (UI/UX),"For desktop applications, frameworks like Avalonia UI or Uno Platform will be considered for local client interaction.",,,,FALSE,medium,
1986,REQ-UIX-004,Functional,"The UI (both web and desktop, if applicable) shall provide functionality for users to configure OPC tags.
This includes support for drag-and-drop style interactions for tag configuration where appropriate and feasible.
The UI shall enable users to browse OPC server namespaces to discover available tags and data structures.",User Interface & Experience (UI/UX),"Includes features such as tag configuration (e.g., drag-and-drop style interactions where appropriate), namespace browsing...",,,,FALSE,high,
1987,REQ-UIX-005,Functional,"The UI shall feature customizable dashboards for real-time and historical data visualization.
Users shall be able to create, modify, and save dashboard layouts, selecting data points and visualization types.
Dashboards shall utilize specified charting libraries to display trends, gauges, and other visual elements.
The UI shall support visualization of aggregated and filtered historical data on these dashboards.",User Interface & Experience (UI/UX),"customizable dashboards for data visualization using charting libraries (e.g., Chart.js, Plotly.js, or .NET-based libraries like Syncfusion/Telerik UI components [Essential for dashboards and trend visualization]).",,,,FALSE,high,
1988,REQ-UIX-006,Functional,"The UI shall support localization into multiple languages, initially including English, German, Spanish, and Chinese.
The system shall provide a framework enabling straightforward addition of new languages.
Localization shall encompass UI text, number formats, and date/time formats, ensuring UTF-8 text encoding for all supported languages.
The default language and regional settings for the UI shall be configurable based on site or user preferences.",User Interface & Experience (UI/UX),"Target languages for localization will be specified based on market requirements (e.g., English, German, Spanish, Chinese), with a framework allowing for straightforward addition of new languages. If multi-language support is required, the UI and documentation must be localizable, supporting target languages (to be specified), different number formats, date/time formats, and UTF-8 text encoding. The default language and regional settings for the UI will be configurable based on site or user preferences, aligning with organizational policies for multilingual environments.",,,,FALSE,medium,
1989,REQ-UIX-007,Functional,"The UI shall allow users to view current values of OPC tags in real-time.
The UI shall enable authorized users to write new values to OPC tags.
The UI shall display clear, user-friendly status messages for both successful and failed read/write operations, including details for errors like communication timeouts, connection loss, or invalid tag addresses.",User Interface & Experience (UI/UX),"Allows users to browse server namespaces, read current tag values, and write updates. Error handling for failed read/write operations (e.g., communication timeouts, connection loss, invalid tag address) will be implemented, providing clear status codes and messages to the calling application or UI.",,,,FALSE,high,
1990,REQ-UIX-008,Functional,"The UI shall provide tools for querying and visualizing historical data from OPC HDA servers or the system's time-series database.
Users shall be able to specify time ranges, select tags, and apply data aggregation functions via the UI.
Trend visualization tools within the UI shall allow users to analyze historical data patterns.
The UI shall display results of HDA queries, with query response times for a 1-day range of 100 tags aimed to be less than 2 seconds for UI display.
Informative feedback shall be provided for HDA query errors (e.g., data not found, timeout).",User Interface & Experience (UI/UX),"Implements the OPC Historical Access specification, supporting queries over specific time ranges. Includes data aggregation, filtering, and trend visualization tools. Query response times for a 1-day range of 100 tags should be less than 2 seconds... Error handling for HDA queries... will provide informative feedback.",,,,FALSE,high,
1991,REQ-UIX-009,Functional,"The UI shall provide a dedicated interface for monitoring and managing OPC Alarms and Conditions.
Users shall be able to view alarm details including: timestamp of occurrence, source node, event type, severity, condition name, message, acknowledged state, and timestamp of acknowledgment/return-to-normal.
The UI shall allow authorized users to acknowledge alarms.
UI alerts shall be a configurable notification mechanism for new or critical alarms.",User Interface & Experience (UI/UX),"Provides a user interface for acknowledging alarms. Alarm records will include at least: timestamp of occurrence, source node, event type, severity, condition name, message, acknowledged state, and timestamp of acknowledgment/return-to-normal. The system will support configurable notification mechanisms for alarms, such as UI alerts...",,,,FALSE,high,
1992,REQ-UIX-010,NonFunctional,"The UI shall meet defined performance targets: dashboard load times shall be less than 3 seconds (P95).
UI interaction response times for common operations (e.g., opening dialogs, submitting forms, navigating views) shall be less than 200ms (P95).",User Interface & Experience (UI/UX),UI performance targets will include dashboard load times of less than 3 seconds (P95) and UI interaction response times of less than 200ms (P95) for common operations.,,,,FALSE,high,
1993,REQ-UIX-011,Functional,"The UI shall notify users of OPC server failover events.
The UI shall provide authorized operators with controls for manual initiation of failover to a backup OPC server.
The UI shall provide authorized operators with controls for manual failback to the primary OPC server when it is restored and appropriate.",User Interface & Experience (UI/UX),Users will be notified of failover events through the UI and configurable alert mechanisms. The system will provide operators with the capability for manual failover initiation and failback to the primary server when appropriate.,,,,FALSE,medium,
1994,REQ-UIX-012,Functional,"The UI (specifically the centralized management dashboard and potentially local client UIs) shall display Key Performance Indicators (KPIs) of the OPC client application's health.
Displayed KPIs shall include OPC server connection status, message queue lengths, CPU/memory utilization of client components, and data throughput.
The UI may provide views or links to integrated monitoring tools (e.g., Kibana, Grafana) for detailed log analysis and system metrics if such integration is implemented.",User Interface & Experience (UI/UX),"Key Performance Indicators (KPIs) for client health, such as connection status to OPC servers, message queue lengths, CPU/memory utilization, and data throughput, will be tracked. ... Logs will be aggregated and analyzed using tools like the ELK Stack (Elasticsearch, Logstash, Kibana), Splunk, or cloud-native solutions...",,,,FALSE,medium,
1995,REQ-UIX-013,Functional,"The UI shall display predictions and alerts generated by the AI-driven predictive maintenance models.
The UI shall provide a feedback mechanism allowing authorized users (e.g., maintenance planners, engineers) to validate or correct these maintenance predictions.
This user feedback shall be captured by the system for potential AI model refinement.",User Interface & Experience (UI/UX),"A feedback mechanism will allow users to validate or correct maintenance predictions, which can be used for future model refinement.",,,,FALSE,medium,
1996,REQ-UIX-014,Functional,"The UI shall present detected data anomalies to authorized users (e.g., operators, process engineers).
The UI shall provide an interface for users to review details of these detected anomalies.
Users shall be able to label anomalies (e.g., true positive, false positive, specific cause) via the UI.
The UI shall allow authorized users to manage the lifecycle of detected anomalies (e.g., acknowledge, escalate, close).",User Interface & Experience (UI/UX),"A user interface will be provided for reviewing, labeling, and managing detected anomalies, facilitating model retraining and performance improvement.",,,,FALSE,medium,
1997,REQ-UIX-015,Functional,"The UI shall provide an input field for users to type natural language queries for data retrieval.
The UI shall support voice input as an alternative method for submitting Natural Language Queries (NLQ), using integrated voice recognition services.
For ambiguous or unrecognized NLQ queries, the UI shall provide a fallback mechanism, such as offering alternative interpretations, asking for clarification, or guiding the user to manual browsing/querying tools.",User Interface & Experience (UI/UX),"Integrates NLP ... to process queries like Show current temperature in Tank 1. Supports voice input. The system will include a fallback mechanism for ambiguous or unrecognized queries, such as offering alternative interpretations, asking for clarification, or guiding the user to manual browsing/querying tools.",,,,FALSE,low,
1998,REQ-UIX-016,Functional,"The UI shall provide a user-configurable mapping or aliasing system.
This system shall allow users to define semantic names, contexts, or aliases for their OPC data points.
This configuration is intended to improve the accuracy and relevance of the Natural Language Querying feature for their specific operational environment.",User Interface & Experience (UI/UX),"A user-configurable mapping or aliasing system will be provided, allowing users to define semantic names, contexts, or tags for their OPC data points. This metadata enables the NLP engine to correctly interpret queries related to their specific plant, equipment, or processes.",,,,FALSE,low,
1999,REQ-UIX-017,Functional,"The UI shall provide options for users to customize report templates, including selecting data sources, KPIs, chart types, and branding elements.
The UI shall allow users to schedule automated report generation or trigger it on-demand.
Generated reports (e.g., in PDF, Excel, HTML formats) shall be downloadable directly from the web UI.",User Interface & Experience (UI/UX),"Users will have options to customize report templates, including selecting data sources (with clear definition of data models for report inputs), KPIs, chart types, and branding elements. Supports scheduled or event-triggered reporting in various formats (e.g., PDF, Excel, HTML [Important for user consumption]). Reports can be distributed via multiple channels, including email, download from the web UI, or saved to configured network locations.",,,,FALSE,medium,
2000,REQ-UIX-018,Functional,"The system shall support an Augmented Reality (AR) interface for visualizing data on physical equipment via compatible AR devices.
AR visualizations shall include options for displaying data as numerical readouts, historical trend charts, and status indicators (e.g., color-coded).
The AR interface shall allow overlaying relevant documentation or work instructions onto the view of the physical equipment.
Interaction methods in AR shall support gaze, standard mobile touch gestures (for tablet/phone AR), and potentially voice commands.",User Interface & Experience (UI/UX),"Integrates with AR devices (e.g., HoloLens, AR-enabled tablets/smartphones) to overlay real-time data on machinery... AR visualizations will include options for displaying data as numerical readouts, historical trend charts, status indicators... Interaction methods in AR will support gaze, standard mobile touch gestures... and potentially voice commands... overlaying relevant documentation or work instructions.",,,,FALSE,low,
2001,REQ-UIX-019,Functional,"The UI shall provide a configuration interface allowing authorized users to select specific OPC tags, events, or data change thresholds that trigger logging to the blockchain.
The UI shall provide a secure and user-friendly process for retrieving blockchain records.
The UI shall facilitate the verification of data integrity by enabling comparison of off-chain data with on-chain hashes or records.",User Interface & Experience (UI/UX),"A configuration interface will be provided, allowing users to select specific OPC tags, events, or data change thresholds that should be considered 'critical'. ... A secure and user-friendly process will be provided for retrieving and verifying data integrity using the blockchain records...",,,,FALSE,low,
2002,REQ-UIX-020,Functional,"The UI shall provide clear feedback for voice commands used for controlling the client or querying data, such as visual confirmation on the UI or synthesized audio responses.
If custom voice command definition is supported by the underlying voice recognition engine, the UI may allow users to define custom voice commands or aliases for frequently used operations or queries.",User Interface & Experience (UI/UX),"The system will provide clear feedback for voice commands, such as visual confirmation on the UI or synthesized audio responses. Users may have the ability to define custom voice commands or aliases for frequently used operations or queries...",,,,FALSE,low,
2003,REQ-UIX-021,Functional,"The UI shall enable users to configure the connection and data exchange with digital twin platforms.
This includes UI elements for configuring data mapping and transformation rules between OPC data models and Digital Twin models.
The UI shall allow users to set the data synchronization frequency between the OPC client and the digital twin.
The UI shall display data being exchanged with the digital twin and potentially allow initiation of commands to/from the twin, subject to system capabilities.",User Interface & Experience (UI/UX),Connects to digital twins for simulation and testing... Interaction will adhere to standards or protocols... The scope of interaction will include bi-directional data flow... Data mapping and transformation rules between OPC data models and Digital Twin models will be configurable... Data synchronization frequency... will be configurable.,,,,FALSE,low,
2004,REQ-UIX-022,Functional,"The system's server-side application shall serve a web-based dashboard for centralized management.
This dashboard shall enable administrators to monitor the status and health of multiple OPC client instances across different sites.
It shall provide comprehensive remote configuration capabilities for all managed client instances, including headless ones.
The dashboard shall support bulk operations for efficiently configuring multiple client instances simultaneously (e.g., deploying standard configurations, software updates).
Key Performance Indicators (KPIs) summarizing the overall health, connectivity, and performance of all managed client instances shall be prominently displayed on this dashboard.",User Interface & Experience (UI/UX),"Provides a web-based dashboard, served by the server-side application component of the hybrid architecture, for monitoring and comprehensively configuring clients across sites. This includes the ability to fully manage all client instances, including those deployed headlessly. The centralized dashboard will support bulk operations for configuring multiple client instances simultaneously... Key Performance Indicators (KPIs) summarizing the overall health, connectivity, and performance of all managed client instances will be prominently displayed on the centralized dashboard...",,,,FALSE,high,
2005,REQ-UIX-023,Functional,"The UI (primarily the web-based interface) shall support customization to align with organizational branding guidelines.
This includes allowing authorized administrators to configure corporate logos and color schemes.
The UI shall support the configuration of default dashboard layouts that can be standardized across users or sites.
These UI customizations must be manageable through an administrative interface.",User Interface & Experience (UI/UX),"Any UI customizations, such as corporate branding (logos, color schemes) or default dashboard layouts, must adhere to organizational branding guidelines and be approved by relevant stakeholders.",,,,FALSE,medium,
2006,REQ-UIX-024,Functional,"The system shall provide access to comprehensive user documentation, including User Manuals, Administrator Guides, and Installation Guides.
This documentation shall be accessible, potentially through links within the UI, a dedicated help menu, or a specified hosted documentation portal.
If e-learning modules or video tutorials are provided, the UI may offer access points or links to these training materials.",User Interface & Experience (UI/UX),"Includes documentation (User Manual, Administrator Guide, Installation Guide, API Documentation, Troubleshooting Guide, Release Notes) hosted on a platform like ReadtheDocs, Confluence, or a custom portal... Training materials will be available in various formats, including written documentation, video tutorials, and potentially interactive e-learning modules.",,,,FALSE,medium,
2007,REQ-DLP-001,Functional,"The system shall store historical process data in a time-series database (e.g., InfluxDB, TimescaleDB) optimized for efficient querying and long-term storage. The historical data model shall include, at a minimum, timestamp, tag identifier, value, quality, and any relevant metadata.",Data Lifecycle & Performance Management,"Historical data and alarm/event logs will be stored in a suitable time-series database (e.g., InfluxDB, TimescaleDB) for efficient querying and long-term storage. The data model for historical data storage will specify fields such as timestamp, tag identifier, value, quality, and any relevant metadata.",,,,FALSE,high,
2008,REQ-DLP-002,Functional,"The system shall ingest historical data into the time-series database using optimized batching mechanisms or streaming connectors. It shall support configurable data validation rules (e.g., timestamp sanity checks, value range checks) applied prior to data ingestion.",Data Lifecycle & Performance Management,"Data ingestion into the time-series database will be handled via optimized batching mechanisms or streaming connectors, with configurable data validation rules (e.g., timestamp sanity checks, value range checks) prior to ingestion.",,,,FALSE,high,
2009,REQ-DLP-003,NonFunctional,"The system shall provide historical data query response times of less than 2 seconds for a 1-day range of 100 tags (P95). Queries shall utilize native database query languages. The system shall implement error handling for HDA queries, providing informative feedback for scenarios like 'data not found', 'query timeout', or 'invalid parameters'.",Data Lifecycle & Performance Management,"Query response times for a 1-day range of 100 tags should be less than 2 seconds, utilizing native query languages like Flux for InfluxDB or SQL for TimescaleDB. Error handling for HDA queries (e.g., data not found for the specified range, query timeout, invalid aggregation parameters) will provide informative feedback.",,,,FALSE,high,
2010,REQ-DLP-004,Functional,"The system shall provide a documented process and supporting tools/scripts for migrating historical data from common legacy systems (e.g., proprietary historians, SQL databases) into its time-series database. This process must include data extraction, transformation (e.g., timestamp normalization, tag mapping, unit conversion), loading, and validation (e.g., record counts, spot checks, aggregate comparisons).",Data Lifecycle & Performance Management,"For customers with existing historical data in other systems (e.g., proprietary historians, SQL databases), a comprehensive data migration plan will be developed. This includes defining procedures for data extraction, transformation (e.g., timestamp normalization, tag name mapping, unit conversion), loading into the new time-series database, and rigorous validation of migrated data against source data (e.g., record counts, spot checks, aggregate comparisons). Tools and scripts to support this migration will be considered.",,,,FALSE,medium,
2011,REQ-DLP-005,Functional,"The system shall store alarm and event data in a time-series database for robust logging and analysis. The alarm data model shall include, at a minimum: timestamp of occurrence, source node, event type, severity, condition name, message, acknowledged state, and timestamp of acknowledgment/return-to-normal.",Data Lifecycle & Performance Management,"Alarm records will include at least: timestamp of occurrence, source node, event type, severity, condition name, message, acknowledged state, and timestamp of acknowledgment/return-to-normal. This defines the core data model for alarms. Alarm and event data will be stored in a time-series database (e.g., InfluxDB, TimescaleDB) for robust logging and analysis.",,,,FALSE,high,
2012,REQ-DLP-006,Functional,"The system shall implement configurable data validation rules for incoming alarm and event data prior to storage, ensuring, for example, that all required fields as per the defined data model are present.",Data Lifecycle & Performance Management,"Data validation rules for incoming alarm and event data (e.g., ensuring required fields are present) will be implemented.",,,,FALSE,high,
2013,REQ-DLP-007,Functional,The system shall provide a documented procedure for migrating existing alarm and event logs from legacy systems into the new time-series database. This procedure must include schema mapping and data validation to ensure continuity of historical alarm analysis.,Data Lifecycle & Performance Management,"Procedures for migrating existing alarm and event logs from legacy systems into the new time-series database will be defined, including schema mapping and validation, to ensure continuity of historical alarm analysis.",,,,FALSE,medium,
2014,REQ-DLP-008,Security,"The system shall store user configurations and other designated sensitive data in a relational database (e.g., PostgreSQL, SQL Server) with encryption at rest (e.g., AES-256). Sensitive alarm/event logs and historical process values stored in specialized databases (e.g., time-series databases) shall also be protected with equivalent security measures, including encryption at rest.",Data Lifecycle & Performance Management,"User configurations and other specifically designated sensitive data will be stored using a relational database (e.g., PostgreSQL, SQL Server) with appropriate security measures including encryption at rest. Other categories of data that may be sensitive, such as alarm/event logs or historical process values, will be stored in their respective specialized databases (e.g., time-series databases for historical data and alarm/event logs) with security measures equivalent to those applied to the relational database, ensuring consistent and robust security across all data stores handling sensitive information.",,,,FALSE,high,
2015,REQ-DLP-009,Functional,"The system shall provide capabilities for data masking or anonymization of sensitive data for use in non-production environments or specific use cases, as configured by an administrator.",Data Lifecycle & Performance Management,"Where applicable for non-production environments or specific use cases, data masking or anonymization techniques will be available for sensitive data.",,,,FALSE,medium,
2016,REQ-DLP-010,Performance,"The system shall support grouping of OPC items to enable efficient bulk read and write operations, thereby optimizing communication with OPC servers.",Data Lifecycle & Performance Management,Groups OPC items for efficient read/write operations.,,,,FALSE,high,
2017,REQ-DLP-011,NonFunctional,"The system architecture shall be designed to support: at least 50 concurrent OPC server connections per client instance, up to 100,000 monitored items (tags) per client instance, and at least 100 concurrent users accessing centralized dashboards, while maintaining defined performance levels.",Data Lifecycle & Performance Management,"The system should be designed to support a specified number of concurrent OPC server connections (e.g., X connections, with a target of X=50), a total number of monitored items per client instance (e.g., Y items, with a target of up to 100,000 tags), and a specified number of concurrent users for centralized dashboards (e.g., Z users, with a target of Z=100).",,,,FALSE,high,
2018,REQ-DLP-012,NonFunctional,The system's user interface shall achieve dashboard load times of less than 3 seconds (P95) and UI interaction response times of less than 200ms (P95) for common operations under typical load conditions.,Data Lifecycle & Performance Management,UI performance targets will include dashboard load times of less than 3 seconds (P95) and UI interaction response times of less than 200ms (P95) for common operations.,,,,FALSE,high,
2019,REQ-DLP-013,Performance,"The system shall implement multi-level caching strategies, including in-memory caching for frequently accessed data (client/server), distributed caching (e.g., Redis) for shared data, and browser/CDN caching for web UI assets, to optimize performance and reduce latency.",Data Lifecycle & Performance Management,"Caching strategies (e.g., in-memory caching for frequently accessed data on the client/server, distributed caching like Redis for shared data, and browser/CDN caching for web assets) will be implemented.",,,,FALSE,high,
2020,REQ-DLP-014,Performance,"The system shall utilize data compression techniques (e.g., Gzip for HTTP, OPC UA binary encoding optimizations) for data transfer between components and with external systems where it reduces bandwidth consumption without significantly impacting processing latency. The use of compression shall be configurable or intelligently applied.",Data Lifecycle & Performance Management,"Data compression techniques (e.g., Gzip for HTTP, or OPC UA binary encoding optimizations) will be utilized for data transfer where beneficial and appropriate to reduce bandwidth consumption without significantly impacting latency.",,,,FALSE,medium,
2021,REQ-DLP-015,NonFunctional,"The system design shall account for expected data growth rates for historical data, alarm/event logs, and AI-generated data to ensure sustained performance. Documentation shall provide storage sizing guidelines based on configurable parameters (e.g., number of tags, data retention period, logging frequency).",Data Lifecycle & Performance Management,"Expected data growth rates for AI and historical data will be considered in system design to ensure sustained performance, and storage sizing guidelines will be provided.",,,,FALSE,medium,
2022,REQ-DLP-016,NonFunctional,"The system shall undergo performance and load testing using industry-standard tools (e.g., k6, JMeter, Azure Load Testing) against defined test scenarios and quality criteria (pass/fail) to verify that all specified performance targets (e.g., response times, throughput, scalability) are met.",Data Lifecycle & Performance Management,"Load testing using tools like k6, JMeter, or Azure Load Testing will be conducted to verify performance targets, with defined test scenarios and quality criteria for pass/fail.",,,,FALSE,high,
2023,REQ-DLP-017,Functional,"The system shall implement configurable data retention policies for historical data, alarm logs, AI-generated data (including prediction scores, model parameters, feature vectors), and audit trails. The system shall provide suggested default retention periods for each data type, which must be user-configurable.",Data Lifecycle & Performance Management,"Configurable data retention policies will be implemented for various data types, including historical data, alarm logs, AI-generated data (e.g., prediction scores, model parameters, feature vectors), and audit trails. Default retention periods will be suggested for different data types, while remaining fully configurable by the user.",,,,FALSE,high,
2024,REQ-DLP-018,Functional,"The system's data retention policies shall support automated archiving of data (e.g., historical, alarm logs) to configurable cost-effective storage locations (e.g., AWS S3 Glacier, Azure Blob Archive Storage). The policies shall also support automated secure purging of data based on configured time duration or storage capacity limits, in compliance with operational and regulatory needs.",Data Lifecycle & Performance Management,"These policies will include mechanisms for automated archiving to cost-effective storage (e.g., AWS S3 Glacier, Azure Blob Archive Storage) and secure purging based on time duration or storage capacity limits, ensuring compliance with operational and regulatory requirements.",,,,FALSE,high,
2025,REQ-DLP-019,Functional,"The system shall record all significant data management actions in audit logs. This includes, but is not limited to, changes to data retention policies, data archiving operations, and data purging operations, with details such as timestamp, user (if applicable), and action performed.",Data Lifecycle & Performance Management,"Audit logs will record all significant data management actions, including policy changes, data archiving, and purging operations.",,,,FALSE,high,
2026,REQ-DLP-020,NonFunctional,"The system shall have a documented backup and recovery strategy for all its persistent data (e.g., configurations, local caches if persistent, AI model metadata). This strategy must specify backup frequency, storage locations (on-premise/cloud), Recovery Time Objective (RTO), Recovery Point Objective (RPO), and recommended tools (e.g., database-native, cloud provider services, third-party solutions).",Data Lifecycle & Performance Management,"Backup and recovery strategies will be specified for all persistent data generated or managed by the client system itself (e.g., configurations, local data caches, AI model metadata), including backup frequency, storage locations (on-premise or cloud storage), and defined RTO/RPO for this internal data, utilizing database-native tools, cloud provider backup services (e.g., Azure Backup, AWS Backup), or third-party backup solutions.",,,,FALSE,high,
2027,REQ-DLP-021,Functional,The system's documented recovery procedures shall include steps for post-recovery data validation and integrity checks to ensure data consistency after a restoration event.,Data Lifecycle & Performance Management,Post-recovery data validation and integrity checks will be part of the defined recovery procedures to ensure data consistency.,,,,FALSE,high,
2028,REQ-DLP-022,Functional,The system shall provide documented data migration strategies for its configurations and any locally stored persistent data to support scenarios like version upgrades or client instance migrations. These strategies must include source-to-target mapping and validation procedures.,Data Lifecycle & Performance Management,"Data migration strategies for system configurations and locally stored data (e.g., during version upgrades or instance migration) will be documented, including source-to-target mapping and validation procedures.",,,,FALSE,medium,
2029,REQ-DLP-023,Functional,The system shall provide a plan or methodology for integrating or migrating existing data archives from legacy systems into its data management framework. This includes assessing archive format compatibility and ensuring continued data accessibility post-migration/integration.,Data Lifecycle & Performance Management,"If migrating from a system with existing data archives, a plan for integrating or migrating these archives into the new system's data management framework will be developed. This includes assessing compatibility of archive formats and ensuring continued accessibility.",,,,FALSE,low,
2030,REQ-DLP-024,Functional,"The system shall support storage of AI-related unstructured data and model artifacts (e.g., pre-trained models in ONNX format, model parameters, feature vectors) using suitable storage solutions such as NoSQL databases (e.g., MongoDB) or blob storage. Defined schemas or structures for this data shall be documented.",Data Lifecycle & Performance Management,"AI-related unstructured data or model artifacts may utilize NoSQL databases (e.g., MongoDB) or blob storage, with defined schemas or structures.",,,,FALSE,medium,
2031,REQ-DLP-025,Functional,"For critical data designated for blockchain logging, the system shall store a hash of the data payload, timestamp, and source/destination identifiers on the blockchain. The actual voluminous data shall be stored off-chain. The data model for on-chain entries and associated off-chain data shall be clearly defined and documented.",Data Lifecycle & Performance Management,"The data designated for blockchain logging (e.g., a hash of the data payload, timestamp, and source/destination identifiers, with actual data stored off-chain if voluminous) will then be asynchronously queued and committed to the blockchain... The data model for blockchain entries and associated off-chain data will be defined.",,,,FALSE,medium,
2032,REQ-DLP-026,Functional,"The system shall define and implement retention and archival strategies for off-chain data that is linked from blockchain entries, ensuring its availability for verification purposes throughout the lifecycle of the blockchain record.",Data Lifecycle & Performance Management,Retention and archival strategies for off-chain data linked from the blockchain will be defined.,,,,FALSE,medium,
2033,REQ-DLP-027,NonFunctional,"The system shall allow tuning of its configuration parameters (e.g., polling rates, subscription parameters, caching settings) to meet defined performance SLAs for data access and UI responsiveness, while operating within specified network bandwidth and server resource limitations as per organizational IT policies.",Data Lifecycle & Performance Management,"Business Rule: The system configuration must be tuned (e.g., polling rates, subscription parameters, caching settings) to meet the defined performance SLAs for data access and UI responsiveness, while respecting network bandwidth and server resource limitations as per organizational IT policies.",,,,FALSE,high,
2034,REQ-DLP-028,NonFunctional,"The system, in conjunction with monitoring tools, shall support the identification of performance degradation below agreed thresholds. Such events must trigger a documented investigation and corrective action planning process within the customer organization.",Data Lifecycle & Performance Management,Business Rule: Any performance degradation below agreed thresholds must trigger an investigation and corrective action plan.,,,,FALSE,medium,
2035,REQ-DLP-029,Functional,"The system's configurable data retention policies shall enable customers to set retention periods for all managed data types (historical, alarms, AI, audit trails) in a manner that complies with applicable legal statutes and industry-specific regulations relevant to the customer.",Data Lifecycle & Performance Management,"Business Rule: Data retention periods for all data types must comply with applicable legal statutes (e.g., Sarbanes-Oxley, HIPAA) and industry-specific regulations (e.g., NERC CIP for energy, FDA regulations for pharma).",,,,FALSE,high,
2036,REQ-DLP-030,Functional,"All data purging actions, whether automated by policy or manually initiated, shall be recorded in an audit log. Manual purging operations outside of automated policy shall require a mechanism for recording approval or authorization, if supported by the system's workflow, or be subject to external organizational approval processes.",Data Lifecycle & Performance Management,"Business Rule: Data purging must be an auditable process, with clear approvals required for manual purges outside of automated policy.",,,,FALSE,high,
2037,REQ-DLP-031,NonFunctional,"The system documentation shall recommend and support periodic review and testing (e.g., annually) of data backup and recovery procedures by the customer to ensure their continued effectiveness and compliance with defined RTO/RPO targets for system-managed data.",Data Lifecycle & Performance Management,"Business Rule: Periodic review and testing of data backup and recovery procedures (e.g., annually) are mandatory to ensure their effectiveness and compliance with RTO/RPO targets for system-managed data.",,,,FALSE,medium,
2038,REQ-DLP-032,NonFunctional,The system documentation shall advise the customer organization to define clear data ownership and stewardship roles and responsibilities for all data types managed by the OPC client system.,Data Lifecycle & Performance Management,Business Rule: Clear data ownership and stewardship roles and responsibilities within the customer organization must be defined for all data managed by the system.,,,,FALSE,low,
2039,REQ-6-001,Functional,"The system shall provide a web-based dashboard, served by the server-side application, enabling centralized monitoring and comprehensive configuration of all OPC client instances, including headless ones, across multiple sites.",System Operations & Centralized Management,"Provides a web-based dashboard, served by the server-side application component of the hybrid architecture, for monitoring and comprehensively configuring clients across sites. This includes the ability to fully manage all client instances, including those deployed headlessly.",,,,FALSE,high,
2040,REQ-6-002,Functional,"The centralized management dashboard shall support bulk operations for simultaneous configuration (e.g., deploying standard configurations) and software updates of multiple selected client instances. It shall prominently display aggregated Key Performance Indicators (KPIs) for overall health, connectivity, and performance of all managed clients, based on defined and documented data sources.",System Operations & Centralized Management,"The centralized dashboard will support bulk operations for configuring multiple client instances simultaneously (e.g., deploying standard configurations, updating software). Key Performance Indicators (KPIs) summarizing the overall health, connectivity, and performance of all managed client instances will be prominently displayed on the centralized dashboard, with defined data sources for these KPIs.",,,,FALSE,high,
2041,REQ-6-003,NonFunctional,"All administrative functions available through the centralized management dashboard shall be clearly documented. Access to the dashboard and its functions shall be strictly controlled via Role-Based Access Control (RBAC). All significant administrative actions performed via the dashboard (e.g., configuration changes, bulk operations, user management) shall be logged in an audit trail.",System Operations & Centralized Management,"Administrative functions available through this interface will be clearly documented. Access to the centralized management dashboard must be strictly controlled and audited, given its wide-ranging control capabilities. Administrative responsibilities and procedures for using the centralized management dashboard, including who can perform bulk operations or deploy configurations, must be clearly defined and documented.",,,,FALSE,high,
2042,REQ-6-004,Functional,"The system shall implement comprehensive structured logging for all its components, utilizing frameworks like Serilog or NLog for .NET applications. Logs must include timestamp, severity level, source component, and relevant contextual information. The system shall track and make accessible specific Key Performance Indicators (KPIs) for client and server health, including: OPC server connection status and round-trip time, subscription queue lengths, message processing rates, CPU/memory/disk utilization of client and server components, and API request latency and error rates.",System Operations & Centralized Management,"Implements comprehensive logging capabilities, including structured logs using a framework like Serilog or NLog for .NET applications. Log data will include timestamps, severity levels, source component, and relevant contextual information. Key Performance Indicators (KPIs) for client health... will be tracked. Specific KPIs to be monitored will include (but not be limited to): OPC server connection status and round-trip time, subscription queue lengths, message processing rates, CPU/memory/disk utilization of client and server components, API request latency and error rates.",,,,FALSE,high,
